FIPS,Geography,2017 Population,2017 Median Age,2017 Total households,2017 Median HHIncome,2017 Average household size,2017 Total families,2017 Average family size,2017 Percent owner-occupied housing units,2017 Percent renter-occupied housing units,2017 Population 16 years and over,2017 Unemployment rate (Population 16 years and over)
10100,"Aberdeen, SD Micro Area",42608,37.8,17907,54533,2.29,11172,2.89,67.5,32.5,33671,1.8
10140,"Aberdeen, WA Micro Area",71454,43.5,28070,45483,2.44,17782,3.0,66.1,33.9,58156,10.1
10180,"Abilene, TX Metro Area",169000,33.9,60369,48156,2.57,39949,3.12,62.4,37.6,133221,4.4
10220,"Ada, OK Micro Area",38289,35.5,14512,46689,2.54,9459,3.07,64.0,36.0,30079,5.1
10300,"Adrian, MI Micro Area",98585,41.6,38115,51339,2.45,25130,3.0,77.7,22.3,79966,5.9
10420,"Akron, OH Metro Area",703398,40.2,285229,53418,2.41,178289,3.03,66.3,33.7,574334,6.6
10460,"Alamogordo, NM Micro Area",65130,35.6,23657,43533,2.61,14997,3.36,64.1,35.9,51341,9.3
10500,"Albany, GA Metro Area",153776,36.6,57644,40612,2.57,38353,3.17,54.6,45.4,120069,12.6
10540,"Albany, OR Metro Area",121074,39.7,46265,49515,2.59,31521,3.07,64.1,35.9,96368,8.8
10580,"Albany-Schenectady-Troy, NY Metro Area",881862,40.0,349325,65743,2.43,209391,3.12,64.3,35.7,725952,5.6
10620,"Albemarle, NC Micro Area",60875,42.4,23859,46017,2.46,16751,2.94,72.5,27.5,49252,8.0
10660,"Albert Lea, MN Micro Area",30619,44.3,12958,51174,2.32,8428,2.82,76.8,23.2,24653,4.1
10700,"Albertville, AL Micro Area",94738,38.8,34588,41104,2.71,24212,3.28,70.7,29.3,73909,6.5
10740,"Albuquerque, NM Metro Area",905049,37.7,345399,50781,2.58,215883,3.27,67.1,32.9,720621,7.0
10760,"Alexander City, AL Micro Area",40756,43.3,16369,42181,2.45,11456,2.97,71.9,28.1,33010,9.2
10780,"Alexandria, LA Metro Area",154385,37.3,55303,42275,2.65,36789,3.32,62.0,38.0,120886,7.8
10820,"Alexandria, MN Micro Area",36891,44.3,16175,58667,2.25,10433,2.76,75.1,24.9,29900,3.1
10860,"Alice, TX Micro Area",41318,34.5,13614,41103,3.0,10080,3.52,69.4,30.6,30905,5.3
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",832790,41.3,318429,62479,2.54,215913,3.07,69.3,30.7,675813,6.7
10940,"Alma, MI Micro Area",41319,39.0,14736,42256,2.41,9766,2.9,72.7,27.3,33930,7.4
10980,"Alpena, MI Micro Area",28730,47.6,12789,40954,2.2,7908,2.73,77.0,23.0,23953,6.4
11020,"Altoona, PA Metro Area",124736,43.1,51638,45664,2.35,32825,2.95,70.1,29.9,101846,5.2
11060,"Altus, OK Micro Area",25574,34.2,9958,45189,2.5,6578,3.06,57.3,42.7,19453,5.2
11100,"Amarillo, TX Metro Area",261827,34.7,96146,53665,2.62,64862,3.2,64.6,35.4,201094,3.9
11140,"Americus, GA Micro Area",35855,35.4,13796,35189,2.45,9217,2.99,57.2,42.8,28246,11.2
11180,"Ames, IA Metro Area",95888,25.9,37106,52671,2.32,19093,2.86,51.6,48.4,81461,4.4
11220,"Amsterdam, NY Micro Area",49500,41.1,19700,47449,2.46,12501,3.01,68.9,31.1,39440,7.3
11260,"Anchorage, AK Metro Area",399360,33.5,136625,80724,2.85,92300,3.4,63.8,36.2,308314,6.7
11380,"Andrews, TX Micro Area",17577,31.6,5413,70753,3.23,4157,3.77,73.5,26.5,12732,4.5
11420,"Angola, IN Micro Area",34459,42.7,13810,52749,2.4,9359,2.84,77.8,22.2,28189,4.9
11460,"Ann Arbor, MI Metro Area",361509,33.4,138947,65618,2.46,79592,3.08,60.2,39.8,300238,5.4
11500,"Anniston-Oxford-Jacksonville, AL Metro Area",115527,39.1,45099,43686,2.49,30704,3.01,69.4,30.6,93148,10.1
11540,"Appleton, WI Metro Area",233025,38.4,91633,63415,2.51,62599,3.02,72.7,27.3,182913,2.9
11580,"Arcadia, FL Micro Area",35675,40.7,11744,35435,2.73,8044,3.27,68.9,31.1,29346,6.1
11620,"Ardmore, OK Micro Area",48407,38.1,18278,47754,2.6,12095,3.2,69.2,30.8,37450,6.4
11660,"Arkadelphia, AR Micro Area",22495,33.8,8820,37144,2.23,5515,2.78,62.0,38.0,18733,4.5
11680,"Arkansas City-Winfield, KS Micro Area",35732,38.2,13688,46624,2.45,9087,2.98,65.9,34.1,28133,5.2
11700,"Asheville, NC Metro Area",445625,44.0,187845,48159,2.32,114842,2.93,67.5,32.5,370383,4.6
11740,"Ashland, OH Micro Area",53299,40.4,20504,50893,2.49,13907,3.0,72.6,27.4,42565,4.2
11780,"Ashtabula, OH Micro Area",98622,42.5,38381,43017,2.48,24991,3.05,70.3,29.7,79229,7.4
11820,"Astoria, OR Micro Area",38021,44.1,15976,49828,2.33,9683,2.93,61.1,38.9,31477,6.5
11860,"Atchison, KS Micro Area",16466,35.9,5967,46640,2.52,3688,3.22,70.1,29.9,12925,6.3
11900,"Athens, OH Micro Area",65563,28.6,22509,37191,2.48,12407,3.04,56.8,43.2,57033,8.7
11940,"Athens, TN Micro Area",52569,42.6,20352,39990,2.53,13451,3.12,74.3,25.7,42554,8.3
11980,"Athens, TX Micro Area",79687,43.8,30459,44888,2.57,21718,3.05,75.4,24.6,64449,6.2
12020,"Athens-Clarke County, GA Metro Area",202780,31.8,75197,42418,2.55,44069,3.17,53.8,46.2,166374,6.9
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",5700990,36.1,2029045,61733,2.77,1371453,3.38,63.2,36.8,4428759,7.0
12100,"Atlantic City-Hammonton, NJ Metro Area",272926,41.1,100660,57514,2.65,67179,3.24,67.4,32.6,220413,10.9
12120,"Atmore, AL Micro Area",37621,39.6,13226,35026,2.63,8513,3.37,71.8,28.2,30205,13.7
12140,"Auburn, IN Micro Area",42524,39.1,16317,51374,2.58,11088,3.12,76.5,23.5,33280,4.6
12180,"Auburn, NY Micro Area",78319,42.5,31428,54664,2.36,19844,2.91,70.8,29.2,64592,5.9
12220,"Auburn-Opelika, AL Metro Area",156597,31.0,59001,47564,2.55,37148,3.1,59.2,40.8,126616,5.7
12260,"Augusta-Richmond County, GA-SC Metro Area",589519,37.2,212603,49064,2.7,143996,3.33,66.7,33.3,466051,8.8
12300,"Augusta-Waterville, ME Micro Area",121289,44.2,51055,50116,2.3,31954,2.82,70.2,29.8,100138,5.7
12380,"Austin, MN Micro Area",39386,39.3,15524,53700,2.49,10214,3.06,73.3,26.7,30807,5.0
12420,"Austin-Round Rock, TX Metro Area",2000590,34.2,724566,69717,2.7,449620,3.36,58.3,41.7,1571007,4.7
12460,"Bainbridge, GA Micro Area",27023,37.9,10311,36934,2.5,6769,3.17,59.7,40.3,21055,6.5
12540,"Bakersfield, CA Metro Area",878744,31.3,264993,50826,3.2,198056,3.7,57.2,42.8,648709,10.9
12580,"Baltimore-Columbia-Towson, MD Metro Area",2792050,38.3,1040704,75646,2.62,678224,3.23,66.4,33.6,2244164,6.0
12620,"Bangor, ME Metro Area",152284,41.8,61848,47886,2.35,38388,2.84,69.7,30.3,127559,6.5
12660,"Baraboo, WI Micro Area",63340,41.3,25678,54447,2.43,17016,2.96,68.7,31.3,50514,3.6
12680,"Bardstown, KY Micro Area",45131,38.9,17324,55182,2.57,12218,3.08,78.4,21.6,35212,5.9
12700,"Barnstable Town, MA Metro Area",213900,52.4,95011,68048,2.22,58437,2.8,78.8,21.2,184832,5.5
12740,"Barre, VT Micro Area",58691,43.5,24719,60602,2.28,15279,2.8,71.6,28.4,48580,3.9
12780,"Bartlesville, OK Micro Area",51867,40.1,20688,50388,2.47,13896,3.01,69.9,30.1,40925,4.7
12820,"Bastrop, LA Micro Area",26290,39.6,10077,31672,2.52,6366,3.28,66.0,34.0,20530,6.1
12860,"Batavia, NY Micro Area",58537,43.2,23951,54033,2.41,15546,2.98,72.5,27.5,48038,5.1
12900,"Batesville, AR Micro Area",37097,39.8,14288,39945,2.52,9886,3.02,70.7,29.3,29327,6.0
12940,"Baton Rouge, LA Metro Area",828741,34.9,301894,55329,2.67,198244,3.3,67.8,32.2,653782,6.7
12980,"Battle Creek, MI Metro Area",134327,39.9,53528,46213,2.43,33915,3.02,69.8,30.2,106793,7.4
13020,"Bay City, MI Metro Area",105350,42.9,44070,45983,2.36,27943,2.92,78.1,21.9,85937,7.4
13060,"Bay City, TX Micro Area",36744,37.2,13811,44896,2.63,9143,3.33,67.8,32.2,28379,6.4
13100,"Beatrice, NE Micro Area",21632,44.2,9255,52223,2.27,5926,2.84,68.5,31.5,17316,3.2
13140,"Beaumont-Port Arthur, TX Metro Area",408663,36.9,151812,48962,2.58,100795,3.2,68.0,32.0,321549,6.2
13180,"Beaver Dam, WI Micro Area",87833,42.4,33987,56038,2.45,22428,3.0,70.4,29.6,71842,4.8
13220,"Beckley, WV Metro Area",121699,42.7,48766,41141,2.39,33426,2.87,75.1,24.9,98974,7.9
13260,"Bedford, IN Micro Area",45669,42.6,18432,49985,2.44,13148,2.88,78.8,21.2,36757,5.2
13300,"Beeville, TX Micro Area",32729,35.2,8531,45415,2.93,6121,3.54,63.0,37.0,26581,6.3
13340,"Bellefontaine, OH Micro Area",45323,41.0,18627,53051,2.41,12826,2.88,73.8,26.2,36053,5.8
13380,"Bellingham, WA Metro Area",212738,36.9,83475,56419,2.48,50745,3.0,61.8,38.2,175216,6.8
13420,"Bemidji, MN Micro Area",45847,33.4,17076,45923,2.55,10907,3.1,68.2,31.8,35325,8.7
13460,"Bend-Redmond, OR Metro Area",175321,42.1,69631,59152,2.5,46895,2.95,65.3,34.7,142265,5.5
13500,"Bennettsville, SC Micro Area",27505,39.9,9703,33921,2.52,6507,3.13,66.3,33.7,22763,14.6
13540,"Bennington, VT Micro Area",36054,46.6,15280,52251,2.26,9764,2.74,72.9,27.1,29869,4.4
13620,"Berlin, NH-VT Micro Area",38322,48.3,16599,44120,2.17,10451,2.66,72.5,27.5,32753,5.9
13660,"Big Rapids, MI Micro Area",43181,36.4,15641,43470,2.57,9566,3.09,74.0,26.0,36069,8.7
13700,"Big Spring, TX Micro Area",37911,36.7,11507,51084,2.83,7786,3.46,68.2,31.8,30542,6.4
13720,"Big Stone Gap, VA Micro Area",58763,40.9,22986,34542,2.41,15438,2.93,69.4,30.6,48242,9.0
13740,"Billings, MT Metro Area",167545,39.0,68910,57812,2.38,43345,2.94,68.8,31.2,132524,3.6
13780,"Binghamton, NY Metro Area",245446,40.5,98817,50673,2.37,60247,2.98,68.0,32.0,202533,7.0
13820,"Birmingham-Hoover, AL Metro Area",1144097,38.4,440261,52088,2.54,294202,3.15,69.2,30.8,908317,6.8
13900,"Bismarck, ND Metro Area",128673,36.9,54049,66467,2.31,33755,2.89,69.5,30.5,101599,2.3
13940,"Blackfoot, ID Micro Area",45369,33.3,14903,51307,3.03,11146,3.56,74.8,25.2,32419,5.2
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",181863,34.0,69179,50409,2.44,40746,2.89,62.4,37.6,155502,5.2
14010,"Bloomington, IL Metro Area",189407,33.5,72774,63333,2.5,45005,3.08,66.1,33.9,152540,4.1
14020,"Bloomington, IN Metro Area",165393,30.5,63565,46146,2.36,34490,2.9,57.5,42.5,141081,6.3
14100,"Bloomsburg-Berwick, PA Metro Area",84917,41.2,33987,49968,2.34,21456,2.86,69.5,30.5,71228,4.9
14140,"Bluefield, WV-VA Micro Area",103652,43.2,42349,39073,2.38,28039,2.94,73.8,26.2,85190,6.9
14180,"Blytheville, AR Micro Area",43534,36.1,17238,36417,2.48,11201,3.05,56.4,43.6,33476,11.6
14220,"Bogalusa, LA Micro Area",46449,39.9,17542,32962,2.54,11613,3.15,71.5,28.5,36693,12.3
14260,"Boise City, ID Metro Area",677346,35.8,247290,54120,2.69,162708,3.32,68.4,31.6,520451,5.2
14300,"Bonham, TX Micro Area",33787,41.9,12027,47875,2.55,8519,3.04,74.6,25.4,27453,5.2
14340,"Boone, IA Micro Area",26381,41.4,10998,57906,2.32,7050,2.91,75.5,24.5,21294,4.4
14380,"Boone, NC Micro Area",53421,30.6,20331,41541,2.35,10920,2.78,58.9,41.1,47373,8.1
14420,"Borger, TX Micro Area",21704,36.9,7799,50035,2.77,5170,3.46,79.5,20.5,16754,5.2
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4771936,38.7,1804136,81838,2.55,1152511,3.15,61.7,38.3,3918936,5.6
14500,"Boulder, CO Metro Area",316782,36.2,125026,75669,2.44,73339,3.01,62.2,37.8,261334,5.2
14540,"Bowling Green, KY Metro Area",169250,35.0,64088,46716,2.52,42848,3.02,63.1,36.9,135333,6.0
14580,"Bozeman, MT Micro Area",100733,33.4,40723,59397,2.38,23821,2.91,61.6,38.4,82265,4.3
14620,"Bradford, PA Micro Area",42070,42.5,17199,45866,2.27,10948,2.74,73.8,26.2,34817,7.5
14660,"Brainerd, MN Micro Area",92315,45.4,39279,52126,2.32,26473,2.77,77.4,22.6,74387,4.1
14700,"Branson, MO Micro Area",85837,46.1,35022,41135,2.39,24388,2.81,67.0,33.0,71058,6.8
14720,"Breckenridge, CO Micro Area",29722,39.2,9455,73538,3.1,5336,3.24,66.5,33.5,25507,3.3
14740,"Bremerton-Silverdale, WA Metro Area",258903,39.1,100484,68336,2.51,67889,2.98,66.8,33.2,211249,5.7
14780,"Brenham, TX Micro Area",34667,42.0,12205,55793,2.65,8442,3.27,77.0,23.0,28205,6.2
14820,"Brevard, NC Micro Area",33291,50.6,14125,44559,2.27,9680,2.71,75.9,24.1,28443,6.8
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",947328,40.2,337678,89773,2.75,236410,3.29,67.7,32.3,754693,7.6
15020,"Brookhaven, MS Micro Area",34542,37.8,12806,37308,2.64,9030,3.23,74.9,25.1,27034,7.5
15060,"Brookings, OR Micro Area",22377,55.6,10382,42519,2.13,5795,2.69,67.5,32.5,19361,9.9
15100,"Brookings, SD Micro Area",33697,26.7,12602,53473,2.38,6915,2.99,59.6,40.4,27645,3.3
15140,"Brownsville, TN Micro Area",17944,40.0,7104,36118,2.49,4660,3.17,59.9,40.1,14260,6.8
15180,"Brownsville-Harlingen, TX Metro Area",420201,31.4,122188,36095,3.41,96308,3.93,67.2,32.8,302842,8.0
15220,"Brownwood, TX Micro Area",37787,41.0,13835,43062,2.61,9417,3.16,72.6,27.4,30164,4.3
15260,"Brunswick, GA Metro Area",115939,41.9,45588,44887,2.51,30490,3.07,66.0,34.0,92813,7.2
15340,"Bucyrus, OH Micro Area",42231,43.0,17833,41726,2.34,11580,2.89,69.3,30.7,33998,6.4
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",1136670,40.8,474349,53534,2.33,284250,2.99,66.2,33.8,931678,5.6
15420,"Burley, ID Micro Area",43920,33.8,15184,48095,2.86,11679,3.26,70.4,29.6,31732,4.1
15460,"Burlington, IA-IL Micro Area",46803,43.4,19791,47511,2.33,12581,2.87,73.2,26.8,37565,5.7
15500,"Burlington, NC Metro Area",157844,39.7,63035,44281,2.43,41479,2.99,65.4,34.6,126150,6.0
15540,"Burlington-South Burlington, VT Metro Area",216751,37.7,86507,65476,2.39,52237,2.96,66.1,33.9,180021,4.2
15580,"Butte-Silver Bow, MT Micro Area",34514,39.9,15256,40480,2.19,8287,2.94,66.5,33.5,28225,5.9
15620,"Cadillac, MI Micro Area",47897,42.4,19046,42631,2.49,12976,2.96,78.1,21.9,37943,7.1
15660,"Calhoun, GA Micro Area",56424,37.0,19959,43452,2.8,14993,3.18,64.2,35.8,44061,5.7
15680,"California-Lexington Park, MD Metro Area",110979,36.5,39276,86508,2.75,27646,3.29,71.9,28.1,86676,4.2
15700,"Cambridge, MD Micro Area",32386,44.4,12940,50532,2.46,8539,3.02,65.8,34.2,26313,8.3
15740,"Cambridge, OH Micro Area",39414,42.4,16065,42744,2.42,10597,2.94,71.6,28.4,31576,8.5
15780,"Camden, AR Micro Area",29572,43.2,12077,33107,2.4,7828,3.07,70.0,30.0,23693,7.8
15820,"Campbellsville, KY Micro Area",25406,38.4,9669,36455,2.51,6407,3.09,63.2,36.8,20409,7.6
15900,"Canton, IL Micro Area",35733,42.5,14069,48599,2.35,9017,2.88,77.5,22.5,29471,7.7
15940,"Canton-Massillon, OH Metro Area",402098,42.1,162954,50217,2.41,107637,2.94,69.2,30.8,325448,6.6
15980,"Cape Coral-Fort Myers, FL Metro Area",700165,47.8,264325,52052,2.61,174256,3.16,69.8,30.2,586049,7.1
16020,"Cape Girardeau, MO-IL Metro Area",97136,37.6,36850,46872,2.53,23603,3.07,67.7,32.3,78235,5.4
16060,"Carbondale-Marion, IL Metro Area",126592,36.3,50804,42407,2.36,30354,2.97,63.2,36.8,103526,7.6
16100,"Carlsbad-Artesia, NM Micro Area",56793,35.9,21273,60703,2.64,15027,3.09,70.6,29.4,43524,5.1
16140,"Carroll, IA Micro Area",20428,41.7,8675,54563,2.31,5463,2.94,75.1,24.9,15879,2.5
16180,"Carson City, NV Metro Area",54219,43.0,22158,49341,2.36,13336,3.0,55.0,45.0,44354,7.7
16220,"Casper, WY Metro Area",81023,36.3,32984,59400,2.41,20480,3.0,66.6,33.4,63679,5.1
15860,"Cañon City, CO Micro Area",46601,44.8,16762,44712,2.14,11215,2.59,74.9,25.1,39920,6.2
16260,"Cedar City, UT Micro Area",48504,29.1,15575,45422,3.07,11246,3.57,64.4,35.6,36053,6.2
16300,"Cedar Rapids, IA Metro Area",266122,38.1,107512,62399,2.41,68881,2.98,75.0,25.0,210473,3.8
16340,"Cedartown, GA Micro Area",41444,37.1,14949,40652,2.75,10346,3.34,64.5,35.5,32032,7.2
16380,"Celina, OH Micro Area",40723,39.8,16142,57052,2.49,11319,3.02,77.4,22.6,31636,3.9
16420,"Central City, KY Micro Area",31153,42.0,11416,40037,2.63,8029,3.17,77.8,22.2,25444,9.6
16460,"Centralia, IL Micro Area",38305,41.8,16001,44679,2.35,10461,2.87,74.3,25.7,30446,8.7
16500,"Centralia, WA Micro Area",76012,42.8,30036,46387,2.49,19977,2.98,68.8,31.2,61276,8.8
16540,"Chambersburg-Waynesboro, PA Metro Area",153003,41.3,60102,58267,2.51,41038,3.03,70.6,29.4,122408,5.7
16580,"Champaign-Urbana, IL Metro Area",237849,31.0,93778,50720,2.36,51187,3.02,57.5,42.5,196981,5.2
16620,"Charleston, WV Metro Area",219964,43.1,92930,45155,2.33,59122,2.9,70.3,29.7,179964,7.0
16660,"Charleston-Mattoon, IL Micro Area",63439,35.8,25293,43253,2.34,15237,2.9,64.8,35.2,52933,6.9
16700,"Charleston-North Charleston, SC Metro Area",744195,36.6,281245,57666,2.59,179656,3.21,65.0,35.0,596434,5.8
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2427024,37.3,906355,57871,2.64,610386,3.22,65.4,34.6,1901400,7.1
16820,"Charlottesville, VA Metro Area",228825,38.1,87705,63486,2.45,54439,3.0,64.2,35.8,188648,4.1
16860,"Chattanooga, TN-GA Metro Area",548359,40.1,212307,49471,2.51,139028,3.13,67.6,32.4,444240,6.0
16940,"Cheyenne, WY Metro Area",97031,36.8,38447,62879,2.47,25526,3.0,69.3,30.7,77019,5.3
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",9549229,37.0,3481330,65757,2.7,2276584,3.38,64.4,35.6,7567557,7.6
17020,"Chico, CA Metro Area",225207,36.9,86167,46516,2.54,51488,3.12,59.0,41.0,184969,9.1
17060,"Chillicothe, OH Micro Area",77125,40.5,28526,45792,2.49,20001,2.93,70.4,29.6,62188,7.6
17140,"Cincinnati, OH-KY-IN Metro Area",2156723,37.7,838070,59478,2.52,547122,3.11,66.1,33.9,1699101,5.8
17200,"Claremont-Lebanon, NH-VT Micro Area",216739,45.1,89032,58777,2.33,55898,2.86,72.0,28.0,182341,4.1
17220,"Clarksburg, WV Micro Area",93985,42.3,36820,47546,2.5,24116,3.08,75.9,24.1,76606,6.9
17260,"Clarksdale, MS Micro Area",24296,34.0,8969,28728,2.63,5977,3.31,51.2,48.8,18249,19.0
17300,"Clarksville, TN-KY Metro Area",278844,30.5,100161,50369,2.68,70529,3.19,57.5,42.5,210872,7.7
17340,"Clearlake, CA Micro Area",64095,45.8,26327,40446,2.4,16029,2.96,65.9,34.1,52552,11.2
17380,"Cleveland, MS Micro Area",33121,35.0,12267,28468,2.57,7795,3.29,55.4,44.6,25705,12.6
17420,"Cleveland, TN Metro Area",120388,39.9,46638,45570,2.51,32437,2.99,67.5,32.5,96872,7.1
17460,"Cleveland-Elyria, OH Metro Area",2062764,41.3,853766,52446,2.37,521020,3.05,65.1,34.9,1669577,7.5
17500,"Clewiston, FL Micro Area",39064,33.7,12098,37966,3.07,8369,3.66,65.4,34.6,29594,8.2
17540,"Clinton, IA Micro Area",47587,42.2,19877,50295,2.35,12455,2.92,74.3,25.7,37974,4.2
17580,"Clovis, NM Micro Area",50283,30.8,18470,41941,2.67,12116,3.28,57.7,42.3,38191,7.8
17660,"Coeur d'Alene, ID Metro Area",150128,39.7,58873,53189,2.52,41022,2.98,70.9,29.1,118783,6.1
17700,"Coffeyville, KS Micro Area",33463,40.3,13619,43977,2.39,8865,2.96,70.2,29.8,26280,5.8
17740,"Coldwater, MI Micro Area",43543,41.2,16415,48192,2.51,11057,3.0,75.4,24.6,34475,4.6
17780,"College Station-Bryan, TX Metro Area",248554,27.2,90343,45078,2.58,52249,3.13,49.9,50.1,201958,5.0
